songid,song,performer,peak,start_week,end_week,start_peak,end_peak,weeks_to_hot,weeks_hot,tail_weeks,time_at_top_10,climb_slope,tail_slope,avg_position,weeks_on_chart,instance,group
Welcome To The JungleGuns N' Roses,Welcome To The Jungle,Guns N' Roses,7.0,1988-10-22,1989-02-11,1988-12-10,1988-12-31,7.0,4.0,6.0,4.0,7.0,15.0,32.64705882352941,17.0,1.0,0
You Make Loving FunFleetwood Mac,You Make Loving Fun,Fleetwood Mac,9.0,1977-10-15,1978-01-14,1977-12-10,1977-12-17,8.0,2.0,4.0,2.0,7.875,17.0,32.0,14.0,1.0,9
You Make Me Feel Brand NewThe Stylistics,You Make Me Feel Brand New,The Stylistics,2.0,1974-03-23,1974-09-07,1974-05-18,1974-07-06,8.0,8.0,9.0,8.0,9.25,10.222222222222221,40.28,25.0,1.0,5
You Make Me Feel Like DancingLeo Sayer,You Make Me Feel Like Dancing,Leo Sayer,1.0,1976-10-23,1977-03-12,1976-12-11,1977-01-29,7.0,8.0,6.0,8.0,8.857142857142858,8.166666666666666,20.80952380952381,21.0,1.0,5
You Make Me Feel...Cobra Starship Featuring Sabi,You Make Me Feel...,Cobra Starship Featuring Sabi,7.0,2011-07-30,2012-02-11,2011-09-17,2011-11-19,7.0,10.0,12.0,9.0,9.714285714285714,2.5,21.82758620689655,29.0,1.0,8
You Make Me Wanna...Usher,You Make Me Wanna...,Usher,2.0,1997-08-23,1998-07-11,1997-09-06,1998-02-07,2.0,23.0,22.0,23.0,8.0,1.7727272727272727,19.06382978723404,47.0,1.0,3
You Make My DreamsDaryl Hall John Oates,You Make My Dreams,Daryl Hall John Oates,5.0,1981-05-02,1981-09-19,1981-06-20,1981-07-25,7.0,6.0,8.0,6.0,10.428571428571429,11.5,36.0,21.0,1.0,5
You May Be RightBilly Joel,You May Be Right,Billy Joel,7.0,1980-03-15,1980-06-21,1980-04-26,1980-05-17,6.0,4.0,5.0,4.0,7.333333333333333,18.2,30.4,15.0,1.0,9
You Mean The World To MeToni Braxton,You Mean The World To Me,Toni Braxton,7.0,1994-04-02,1994-10-29,1994-05-21,1994-07-09,7.0,8.0,16.0,8.0,10.857142857142858,2.4375,22.35483870967742,31.0,1.0,4
You Might ThinkThe Cars,You Might Think,The Cars,7.0,1984-03-10,1984-06-30,1984-04-28,1984-05-19,7.0,4.0,6.0,4.0,7.142857142857143,14.666666666666666,31.352941176470587,17.0,1.0,0
You Must Have Been A Beautiful BabyBobby Darin,You Must Have Been A Beautiful Baby,Bobby Darin,5.0,1961-09-02,1961-11-11,1961-09-30,1961-10-14,4.0,3.0,4.0,3.0,14.75,10.5,24.454545454545453,11.0,1.0,9
You Need To Calm DownTaylor Swift,You Need To Calm Down,Taylor Swift,2.0,2019-06-29,2019-11-16,2019-09-07,2019-09-07,10.0,1.0,10.0,2.0,0.2,4.2,21.285714285714285,21.0,1.0,0
You Needed MeAnne Murray,You Needed Me,Anne Murray,1.0,1978-07-15,1979-01-06,1978-10-07,1978-11-25,12.0,8.0,6.0,8.0,6.583333333333333,15.166666666666666,34.61538461538461,26.0,1.0,5
You Never Done It Like ThatCaptain & Tennille,You Never Done It Like That,Captain & Tennille,10.0,1978-08-05,1978-12-30,1978-11-18,1978-11-25,15.0,2.0,5.0,2.0,4.866666666666666,17.4,37.90909090909091,22.0,1.0,0
You Ought To Be With MeAl Green,You Ought To Be With Me,Al Green,3.0,1972-10-21,1973-01-27,1972-11-25,1973-01-06,5.0,7.0,3.0,7.0,16.6,12.666666666666666,24.333333333333332,15.0,1.0,2
You Really Got MeThe Kinks,You Really Got Me,The Kinks,7.0,1964-09-26,1965-01-02,1964-11-21,1964-12-19,8.0,5.0,2.0,5.0,10.5,17.0,33.4,15.0,1.0,9
You Remind Me Of SomethingR. Kelly,You Remind Me Of Something,R. Kelly,4.0,1995-11-18,1996-03-30,1995-11-18,1995-12-16,0.0,5.0,15.0,5.0,-1.0,6.133333333333334,38.75,20.0,1.0,7
You Rock My WorldMichael Jackson,You Rock My World,Michael Jackson,10.0,2001-09-08,2002-01-19,2001-09-22,2001-09-22,2.0,1.0,17.0,1.0,12.0,4.823529411764706,54.9,20.0,1.0,7
You Sang To MeMarc Anthony,You Sang To Me,Marc Anthony,2.0,2000-02-26,2000-09-30,2000-05-27,2000-07-01,13.0,6.0,13.0,6.0,5.538461538461538,2.6923076923076925,23.46875,32.0,1.0,4
You Sexy ThingHot Chocolate,You Sexy Thing,Hot Chocolate,3.0,1975-11-01,1976-03-20,1976-01-17,1976-03-06,11.0,8.0,2.0,8.0,7.090909090909091,20.5,27.61904761904762,21.0,1.0,5
You Should Be DancingBee Gees,You Should Be Dancing,Bee Gees,1.0,1976-07-03,1976-11-13,1976-08-07,1976-09-18,5.0,7.0,8.0,7.0,12.4,11.0,30.45,20.0,1.0,5
You Should Hear How She Talks About YouMelissa Manchester,You Should Hear How She Talks About You,Melissa Manchester,5.0,1982-05-22,1982-11-06,1982-09-04,1982-10-02,15.0,5.0,5.0,5.0,4.666666666666667,18.6,34.6,25.0,1.0,4
You Showed MeThe Turtles,You Showed Me,The Turtles,6.0,1969-01-04,1969-03-22,1969-02-15,1969-03-01,6.0,3.0,3.0,3.0,13.833333333333334,8.666666666666666,30.25,12.0,1.0,9
You Take My Breath AwayRex Smith,You Take My Breath Away,Rex Smith,10.0,1979-04-21,1979-08-04,1979-06-23,1979-06-30,9.0,2.0,5.0,2.0,8.222222222222221,17.0,38.625,16.0,1.0,0
You Talk Too MuchJoe Jones,You Talk Too Much,Joe Jones,3.0,1960-09-17,1960-12-10,1960-10-29,1960-11-19,6.0,4.0,3.0,4.0,14.166666666666666,13.0,29.53846153846154,13.0,1.0,2
You Turn Me On (Turn On Song)Ian Whitcomb And Bluesville,You Turn Me On (Turn On Song),Ian Whitcomb And Bluesville,8.0,1965-05-22,1965-08-14,1965-07-10,1965-07-24,7.0,3.0,3.0,3.0,12.857142857142858,11.666666666666666,35.61538461538461,13.0,1.0,9
You Want This/70's Love GrooveJanet Jackson,You Want This/70's Love Groove,Janet Jackson,8.0,1994-10-22,1995-03-18,1994-11-19,1995-01-07,4.0,8.0,10.0,7.0,12.75,3.9,21.045454545454547,22.0,1.0,5
You Were On My MindWe Five,You Were On My Mind,We Five,3.0,1965-07-24,1965-10-30,1965-09-04,1965-10-09,6.0,6.0,3.0,6.0,11.833333333333334,7.333333333333333,21.466666666666665,15.0,1.0,2
You Won't See MeAnne Murray,You Won't See Me,Anne Murray,8.0,1974-04-20,1974-08-31,1974-07-06,1974-07-20,11.0,3.0,6.0,3.0,6.7272727272727275,15.333333333333334,42.35,20.0,1.0,0
You'll Lose A Good ThingBarbara Lynn,You'll Lose A Good Thing,Barbara Lynn,8.0,1962-06-16,1962-09-08,1962-08-11,1962-08-11,8.0,1.0,4.0,1.0,11.0,8.75,36.15384615384615,13.0,1.0,9
You'll Never Find Another Love Like MineLou Rawls,You'll Never Find Another Love Like Mine,Lou Rawls,2.0,1976-06-05,1976-10-23,1976-08-07,1976-09-25,9.0,8.0,4.0,8.0,7.777777777777778,22.25,31.19047619047619,21.0,1.0,5
You'll SeeMadonna,You'll See,Madonna,6.0,1995-12-09,1996-04-20,1996-01-20,1996-01-27,6.0,2.0,12.0,5.0,0.3333333333333333,5.833333333333333,28.9,20.0,1.0,7
You're All I Need To Get ByMarvin Gaye & Tammi Terrell,You're All I Need To Get By,Marvin Gaye & Tammi Terrell,7.0,1968-07-27,1968-10-12,1968-08-31,1968-09-14,5.0,3.0,4.0,3.0,14.4,6.5,27.083333333333332,12.0,1.0,9
You're BeautifulJames Blunt,You're Beautiful,James Blunt,1.0,2005-11-12,2006-07-29,2006-02-04,2006-05-13,12.0,15.0,11.0,15.0,6.666666666666667,3.5454545454545454,24.55263157894737,38.0,1.0,8
You're In LoveWilson Phillips,You're In Love,Wilson Phillips,1.0,1991-02-09,1991-06-15,1991-03-23,1991-05-04,6.0,7.0,6.0,7.0,9.5,13.833333333333334,28.526315789473685,19.0,1.0,5
You're In My Heart (The Final Acclaim)Rod Stewart,You're In My Heart (The Final Acclaim),Rod Stewart,4.0,1977-10-29,1978-03-25,1978-01-07,1978-02-04,10.0,5.0,7.0,5.0,7.1,13.0,31.545454545454547,22.0,1.0,0
You're Makin' Me High/Let It FlowToni Braxton,You're Makin' Me High/Let It Flow,Toni Braxton,1.0,1996-06-08,1997-03-15,1996-06-08,1996-10-19,0.0,20.0,21.0,20.0,-1.0,1.8571428571428572,17.121951219512194,41.0,1.0,3
You're My EverythingThe Temptations,You're My Everything,The Temptations,6.0,1967-07-29,1967-10-14,1967-08-26,1967-09-23,4.0,5.0,3.0,5.0,16.25,11.666666666666666,25.5,12.0,1.0,9
You're No GoodLinda Ronstadt,You're No Good,Linda Ronstadt,1.0,1974-12-07,1975-03-22,1975-01-25,1975-02-22,7.0,5.0,4.0,5.0,11.428571428571429,17.5,33.625,16.0,1.0,2
You're Not AloneChicago,You're Not Alone,Chicago,10.0,1989-01-21,1989-05-13,1989-03-25,1989-03-25,9.0,1.0,7.0,1.0,6.111111111111111,12.571428571428571,40.35294117647059,17.0,1.0,0
You're Only Human (Second Wind)Billy Joel,You're Only Human (Second Wind),Billy Joel,9.0,1985-07-13,1985-10-26,1985-08-31,1985-09-07,7.0,2.0,7.0,2.0,5.857142857142857,13.0,35.8125,16.0,1.0,0
You're Only LonelyJ.D. Souther,You're Only Lonely,J.D. Souther,7.0,1979-09-08,1980-01-26,1979-12-08,1979-12-29,13.0,4.0,4.0,4.0,6.0,22.0,35.904761904761905,21.0,1.0,0
You're SixteenJohnny Burnette,You're Sixteen,Johnny Burnette,8.0,1960-10-29,1961-02-04,1960-12-17,1961-01-07,7.0,4.0,4.0,4.0,12.142857142857142,20.75,30.933333333333334,15.0,1.0,9
You're SixteenRingo Starr,You're Sixteen,Ringo Starr,1.0,1973-12-15,1974-03-23,1974-01-12,1974-02-23,4.0,7.0,4.0,7.0,17.25,9.5,20.6,15.0,1.0,2
You're So VainCarly Simon,You're So Vain,Carly Simon,1.0,1972-12-02,1973-03-24,1972-12-23,1973-03-03,3.0,11.0,3.0,11.0,30.0,14.333333333333334,18.58823529411765,17.0,1.0,2
You're Still The OneShania Twain,You're Still The One,Shania Twain,2.0,1998-02-14,1998-11-28,1998-04-25,1998-09-26,10.0,23.0,9.0,23.0,4.6,1.4444444444444444,12.571428571428571,42.0,1.0,3
"You're The First, The Last, My EverythingBarry White","You're The First, The Last, My Everything",Barry White,2.0,1974-11-02,1975-02-08,1974-12-07,1975-01-18,5.0,7.0,3.0,7.0,10.0,16.666666666666668,21.6,15.0,1.0,2
You're The InspirationChicago,You're The Inspiration,Chicago,3.0,1984-11-17,1985-04-13,1985-01-05,1985-02-09,7.0,6.0,9.0,6.0,7.428571428571429,10.333333333333334,36.40909090909091,22.0,1.0,5
You're The One That I WantJohn Travolta & Olivia Newton-John,You're The One That I Want,John Travolta & Olivia Newton-John,1.0,1978-04-01,1978-09-09,1978-04-29,1978-06-24,4.0,9.0,11.0,9.0,14.0,7.181818181818182,27.75,24.0,1.0,5
You're The OneSWV,You're The One,SWV,5.0,1996-04-20,1996-08-31,1996-04-20,1996-06-22,0.0,10.0,10.0,10.0,-1.0,6.7,23.0,20.0,1.0,5
You're The OneThe Vogues,You're The One,The Vogues,4.0,1965-09-18,1965-12-04,1965-10-23,1965-11-20,5.0,5.0,2.0,5.0,16.0,11.5,27.75,12.0,1.0,2
You're The Reason I'm LivingBobby Darin,You're The Reason I'm Living,Bobby Darin,3.0,1963-01-19,1963-04-20,1963-02-23,1963-04-06,5.0,7.0,2.0,7.0,16.0,16.0,21.5,14.0,1.0,2
WildflowerSkylark,Wildflower,Skylark,9.0,1973-02-17,1973-07-07,1973-05-19,1973-05-26,13.0,2.0,6.0,2.0,6.846153846153846,11.666666666666666,37.666666666666664,21.0,1.0,0
WildsideMarky Mark & The Funky Bunch,Wildside,Marky Mark & The Funky Bunch,10.0,1991-11-09,1992-03-21,1991-12-14,1992-01-11,5.0,5.0,10.0,5.0,7.4,8.9,35.2,20.0,1.0,0
Wildwood WeedJim Stafford,Wildwood Weed,Jim Stafford,7.0,1974-07-06,1974-10-05,1974-08-10,1974-08-31,5.0,4.0,5.0,4.0,15.0,12.4,31.142857142857142,14.0,1.0,9
Will It Go Round In CirclesBilly Preston,Will It Go Round In Circles,Billy Preston,1.0,1973-03-31,1973-08-25,1973-06-16,1973-08-04,11.0,8.0,3.0,8.0,8.363636363636363,12.0,32.40909090909091,22.0,1.0,5
Will You Be ThereMichael Jackson,Will You Be There,Michael Jackson,7.0,1993-07-17,1993-11-27,1993-09-04,1993-10-09,7.0,6.0,7.0,6.0,7.857142857142857,7.428571428571429,27.0,20.0,1.0,0
Will You Love Me TomorrowThe Shirelles,Will You Love Me Tomorrow,The Shirelles,1.0,1960-11-19,1961-03-25,1961-01-07,1961-02-18,7.0,7.0,5.0,7.0,11.714285714285714,7.8,23.05263157894737,19.0,1.0,5
Will You Still Love Me?Chicago,Will You Still Love Me?,Chicago,3.0,1986-11-15,1987-04-18,1987-02-07,1987-02-28,12.0,4.0,7.0,4.0,6.333333333333333,11.857142857142858,38.26086956521739,23.0,1.0,0
Willie And The Hand JiveThe Johnny Otis Show,Willie And The Hand Jive,The Johnny Otis Show,9.0,1958-08-02,1958-10-04,1958-08-02,1958-08-09,0.0,2.0,8.0,2.0,-1.0,7.25,26.3,10.0,1.0,9
Winchester CathedralThe New Vaudeville Band,Winchester Cathedral,The New Vaudeville Band,1.0,1966-10-29,1967-02-04,1966-11-12,1967-01-14,2.0,10.0,3.0,10.0,30.0,12.0,13.4,15.0,1.0,2
"Wind Beneath My Wings (From ""Beaches"")Bette Midler","Wind Beneath My Wings (From ""Beaches"")",Bette Midler,1.0,1989-03-04,1989-09-16,1989-05-13,1989-06-24,10.0,7.0,12.0,7.0,8.7,7.25,41.06896551724138,29.0,1.0,4
Wind It UpGwen Stefani,Wind It Up,Gwen Stefani,6.0,2006-11-18,2007-03-17,2006-12-09,2006-12-23,3.0,3.0,12.0,3.0,11.0,7.75,39.666666666666664,18.0,1.0,7
Wind Of ChangeScorpions,Wind Of Change,Scorpions,4.0,1991-06-01,1991-11-16,1991-08-10,1991-09-07,10.0,5.0,10.0,5.0,8.1,7.8,36.24,25.0,1.0,4
WindyThe Association,Windy,The Association,1.0,1967-05-27,1967-08-26,1967-06-17,1967-08-12,3.0,9.0,2.0,9.0,15.0,13.0,12.285714285714286,14.0,1.0,2
Wipe OutThe Surfaris,Wipe Out,The Surfaris,2.0,1963-06-22,1963-10-05,1963-07-13,1963-08-24,3.0,7.0,6.0,7.0,25.333333333333332,11.666666666666666,30.25,16.0,1.0,2
Wishin' And Hopin'Dusty Springfield,Wishin' And Hopin',Dusty Springfield,6.0,1964-06-20,1964-09-12,1964-07-25,1964-08-22,5.0,5.0,3.0,5.0,14.0,7.0,24.846153846153847,13.0,1.0,9
Wishing On A StarThe Cover Girls,Wishing On A Star,The Cover Girls,9.0,1992-05-30,1992-10-10,1992-07-04,1992-08-01,5.0,5.0,10.0,5.0,6.2,6.7,28.7,20.0,1.0,0
Wishing WellTerence Trent D'Arby,Wishing Well,Terence Trent D'Arby,1.0,1988-01-16,1988-07-02,1988-04-09,1988-05-14,12.0,6.0,7.0,6.0,5.75,11.428571428571429,34.52,25.0,1.0,5
Witchy WomanEagles,Witchy Woman,Eagles,9.0,1972-09-09,1972-12-02,1972-11-11,1972-11-18,9.0,2.0,2.0,2.0,7.555555555555555,8.0,29.846153846153847,13.0,1.0,9
With A Little LuckWings,With A Little Luck,Wings,1.0,1978-03-25,1978-07-22,1978-04-22,1978-06-10,4.0,8.0,6.0,8.0,15.75,14.5,28.77777777777778,18.0,1.0,2
With Arms Wide OpenCreed,With Arms Wide Open,Creed,1.0,2000-05-13,2001-03-31,2000-09-30,2001-01-27,20.0,18.0,9.0,18.0,3.7,3.5555555555555554,33.829787234042556,47.0,1.0,3
With Every Beat Of My HeartTaylor Dayne,With Every Beat Of My Heart,Taylor Dayne,5.0,1989-10-21,1990-02-17,1989-12-09,1990-01-13,7.0,6.0,5.0,6.0,7.571428571428571,14.8,27.5,18.0,1.0,0
With or Without YouU2,With or Without You,U2,1.0,1987-03-21,1987-07-18,1987-04-25,1987-06-13,5.0,8.0,5.0,8.0,10.8,18.0,27.27777777777778,18.0,1.0,2
With You I'm Born AgainBilly Preston & Syreeta,With You I'm Born Again,Billy Preston & Syreeta,4.0,1979-12-08,1980-06-21,1980-04-12,1980-05-17,18.0,6.0,5.0,6.0,5.055555555555555,18.2,47.13793103448276,29.0,1.0,4
With YouChris Brown,With You,Chris Brown,2.0,2007-12-15,2008-06-28,2008-01-26,2008-05-10,6.0,16.0,7.0,16.0,11.0,5.714285714285714,15.586206896551724,29.0,1.0,8
Without Love (There Is Nothing)Tom Jones,Without Love (There Is Nothing),Tom Jones,5.0,1969-12-27,1970-03-07,1970-01-24,1970-02-07,4.0,3.0,4.0,3.0,10.5,6.75,18.636363636363637,11.0,1.0,9
Without MeEminem,Without Me,Eminem,2.0,2002-05-11,2002-09-21,2002-05-25,2002-08-10,2.0,12.0,6.0,12.0,17.5,7.666666666666667,16.0,20.0,1.0,5
Without MeHalsey,Without Me,Halsey,1.0,2018-10-20,2019-10-12,2018-11-10,2019-05-25,3.0,29.0,20.0,29.0,3.0,1.15,12.25,52.0,1.0,3
Without You/Never Forget YouMariah Carey,Without You/Never Forget You,Mariah Carey,3.0,1994-01-29,1994-07-02,1994-02-19,1994-05-14,3.0,13.0,7.0,13.0,15.333333333333334,5.285714285714286,15.304347826086957,23.0,1.0,5
Without YouDavid Guetta Featuring Usher,Without You,David Guetta Featuring Usher,4.0,2011-09-17,2012-04-07,2011-10-15,2011-12-31,4.0,12.0,14.0,12.0,7.75,3.0,18.666666666666668,30.0,1.0,8
Without YouJohnny Tillotson,Without You,Johnny Tillotson,7.0,1961-08-05,1961-10-28,1961-09-16,1961-09-23,6.0,2.0,5.0,2.0,11.833333333333334,11.0,34.0,13.0,1.0,9
Without YouMotley Crue,Without You,Motley Crue,8.0,1990-02-24,1990-06-16,1990-04-21,1990-04-28,8.0,2.0,7.0,2.0,7.125,11.571428571428571,36.23529411764706,17.0,1.0,0
Without YouNilsson,Without You,Nilsson,1.0,1971-12-18,1972-04-22,1972-02-05,1972-04-01,7.0,9.0,3.0,9.0,13.428571428571429,14.666666666666666,25.894736842105264,19.0,1.0,5
Wolverton MountainClaude King,Wolverton Mountain,Claude King,6.0,1962-05-26,1962-09-08,1962-07-07,1962-07-28,6.0,4.0,6.0,4.0,12.166666666666666,10.166666666666666,29.375,16.0,1.0,9
Woman In LoveBarbra Streisand,Woman In Love,Barbra Streisand,1.0,1980-09-06,1981-02-14,1980-10-04,1980-12-13,4.0,11.0,9.0,11.0,10.5,9.444444444444445,22.583333333333332,24.0,1.0,5
"Woman, WomanThe Union Gap Featuring Gary Puckett","Woman, Woman",The Union Gap Featuring Gary Puckett,4.0,1967-11-18,1968-03-09,1967-12-23,1968-02-10,5.0,8.0,4.0,8.0,15.4,6.75,19.88235294117647,17.0,1.0,2
WomanizerBritney Spears,Womanizer,Britney Spears,1.0,2008-10-18,2009-03-21,2008-10-25,2009-01-24,1.0,14.0,8.0,13.0,95.0,4.5,17.695652173913043,23.0,1.0,8
WomanJohn Lennon,Woman,John Lennon,2.0,1981-01-17,1981-05-30,1981-02-07,1981-04-25,3.0,12.0,5.0,12.0,9.333333333333334,17.6,19.6,20.0,1.0,5
Wonderful WorldHerman's Hermits,Wonderful World,Herman's Hermits,4.0,1965-05-29,1965-07-31,1965-06-12,1965-07-10,2.0,5.0,3.0,5.0,21.0,14.666666666666666,18.8,10.0,1.0,9
Wonderful! Wonderful!The Tymes,Wonderful! Wonderful!,The Tymes,7.0,1963-08-17,1963-10-26,1963-09-28,1963-10-05,6.0,2.0,3.0,2.0,13.666666666666666,13.0,29.363636363636363,11.0,1.0,9
WonderfulJa Rule Featuring R. Kelly & Ashanti,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,5.0,2004-10-16,2005-02-26,2004-11-20,2005-01-15,5.0,9.0,6.0,9.0,12.0,11.5,24.9,20.0,1.0,5
Wonderland By NightBert Kaempfert And His Orchestra,Wonderland By Night,Bert Kaempfert And His Orchestra,1.0,1960-11-12,1961-03-04,1960-12-10,1961-02-11,4.0,10.0,3.0,10.0,11.5,12.333333333333334,14.235294117647058,17.0,1.0,2
WonderwallOasis,Wonderwall,Oasis,8.0,1996-01-27,1996-06-08,1996-03-09,1996-03-09,6.0,1.0,13.0,1.0,2.1666666666666665,5.076923076923077,31.2,20.0,1.0,7
Woo-Hah!! Got You All In Check/Everything Remains RawBusta Rhymes,Woo-Hah!! Got You All In Check/Everything Remains Raw,Busta Rhymes,8.0,1996-03-09,1996-07-20,1996-04-20,1996-05-04,6.0,3.0,11.0,3.0,13.0,6.2727272727272725,34.6,20.0,1.0,0
Wooden HeartJoe Dowell,Wooden Heart,Joe Dowell,1.0,1961-06-24,1961-10-07,1961-08-05,1961-09-16,6.0,7.0,3.0,7.0,14.833333333333334,18.333333333333332,27.75,16.0,1.0,2
Wooly BullySam The Sham and the Pharaohs,Wooly Bully,Sam The Sham and the Pharaohs,2.0,1965-04-03,1965-07-31,1965-05-15,1965-07-10,6.0,9.0,3.0,9.0,12.833333333333334,10.333333333333334,23.27777777777778,18.0,1.0,2
Word UpCameo,Word Up,Cameo,6.0,1986-09-13,1987-01-31,1986-11-08,1986-12-06,8.0,5.0,8.0,5.0,9.0,11.75,34.523809523809526,21.0,1.0,0
Words Get In The WayMiami Sound Machine,Words Get In The Way,Miami Sound Machine,5.0,1986-06-14,1986-11-22,1986-09-06,1986-09-20,12.0,3.0,9.0,3.0,6.666666666666667,9.555555555555555,40.75,24.0,1.0,4
Words Of LoveThe Mamas & The Papas,Words Of Love,The Mamas & The Papas,5.0,1966-12-03,1967-02-18,1967-01-07,1967-02-04,5.0,5.0,2.0,5.0,14.6,19.5,24.583333333333332,12.0,1.0,9
Work From HomeFifth Harmony Featuring Ty Dolla $ign,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,4.0,2016-03-19,2016-11-05,2016-04-16,2016-07-23,4.0,15.0,15.0,15.0,0.5,2.6,17.529411764705884,34.0,1.0,8
"Work ItMissy ""Misdemeanor"" Elliott",Work It,"Missy ""Misdemeanor"" Elliott",2.0,2002-09-14,2003-03-01,2002-10-12,2003-01-25,4.0,16.0,5.0,16.0,16.75,7.6,13.36,25.0,1.0,8
Working In The Coal MineLee Dorsey,Working In The Coal Mine,Lee Dorsey,8.0,1966-07-23,1966-10-08,1966-09-03,1966-09-10,6.0,2.0,4.0,2.0,13.666666666666666,7.75,31.416666666666668,12.0,1.0,9
"Working My Way Back To You/Forgive Me, GirlThe Spinners","Working My Way Back To You/Forgive Me, Girl",The Spinners,2.0,1979-12-15,1980-05-31,1980-03-01,1980-04-19,11.0,8.0,6.0,8.0,6.636363636363637,15.166666666666666,34.36,25.0,1.0,5
"Working My Way Back To YouThe 4 Seasons Featuring the ""Sound of Frankie Valli""",Working My Way Back To You,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",9.0,1966-01-29,1966-03-26,1966-02-26,1966-03-05,4.0,2.0,3.0,2.0,13.25,11.0,27.22222222222222,9.0,1.0,9
WorkRihanna Featuring Drake,Work,Rihanna Featuring Drake,1.0,2016-02-13,2016-10-15,2016-02-13,2016-06-11,0.0,18.0,18.0,18.0,-1.0,1.9444444444444444,16.055555555555557,36.0,1.0,3
Worst That Could HappenBrooklyn Bridge,Worst That Could Happen,Brooklyn Bridge,3.0,1968-12-21,1969-03-08,1969-01-18,1969-03-01,4.0,7.0,1.0,7.0,22.25,13.0,23.083333333333332,12.0,1.0,2
Wot's It To YaRobbie Nevil,Wot's It To Ya,Robbie Nevil,10.0,1987-05-30,1987-09-12,1987-08-01,1987-08-08,9.0,2.0,5.0,2.0,7.333333333333333,16.6,40.125,16.0,1.0,0
Would I Lie To You?Eurythmics,Would I Lie To You?,Eurythmics,5.0,1985-04-27,1985-08-31,1985-06-29,1985-07-20,9.0,4.0,6.0,4.0,6.0,14.666666666666666,34.526315789473685,19.0,1.0,0
Wouldn't It Be NiceThe Beach Boys,Wouldn't It Be Nice,The Beach Boys,8.0,1966-07-30,1966-10-08,1966-09-17,1966-09-24,7.0,2.0,2.0,2.0,10.857142857142858,18.0,31.454545454545453,11.0,1.0,9
Wow.Post Malone,Wow.,Post Malone,2.0,2019-01-05,2019-11-02,2019-01-26,2019-07-06,3.0,24.0,17.0,24.0,12.666666666666666,2.1176470588235294,15.386363636363637,44.0,1.0,3
Wrapped Around Your FingerThe Police,Wrapped Around Your Finger,The Police,8.0,1984-01-07,1984-04-21,1984-02-25,1984-03-03,7.0,2.0,7.0,2.0,7.428571428571429,12.571428571428571,34.8125,16.0,1.0,0
Wrecking BallMiley Cyrus,Wrecking Ball,Miley Cyrus,1.0,2013-09-07,2014-04-12,2013-09-28,2014-01-18,3.0,17.0,12.0,16.0,16.333333333333332,3.1666666666666665,16.40625,32.0,1.0,8
XanaduOlivia Newton-John/Electric Light Orchestra,Xanadu,Olivia Newton-John/Electric Light Orchestra,8.0,1980-08-09,1980-11-29,1980-10-04,1980-10-18,8.0,3.0,6.0,3.0,8.625,14.333333333333334,36.94117647058823,17.0,1.0,0
XO TOUR Llif3Lil Uzi Vert,XO TOUR Llif3,Lil Uzi Vert,7.0,2017-04-15,2017-12-02,2017-04-29,2017-07-01,2.0,10.0,22.0,10.0,20.5,1.7272727272727273,20.764705882352942,34.0,1.0,3
Y.M.C.A.Village People,Y.M.C.A.,Village People,2.0,1978-10-21,1979-04-14,1978-12-23,1979-03-10,9.0,12.0,5.0,12.0,8.777777777777779,18.2,25.192307692307693,26.0,1.0,5
Ya YaLee Dorsey,Ya Ya,Lee Dorsey,7.0,1961-09-09,1961-12-02,1961-10-14,1961-10-28,5.0,3.0,5.0,3.0,17.0,9.0,30.46153846153846,13.0,1.0,9
Yakety YakThe Coasters,Yakety Yak,The Coasters,7.0,1958-08-02,1958-09-13,1958-08-02,1958-08-02,0.0,1.0,6.0,1.0,-1.0,13.833333333333334,38.857142857142854,7.0,1.0,9
Yeah!Usher Featuring Lil Jon & Ludacris,Yeah!,Usher Featuring Lil Jon & Ludacris,1.0,2004-01-10,2004-11-13,2004-01-31,2004-07-10,3.0,24.0,18.0,24.0,15.333333333333334,2.3333333333333335,16.177777777777777,45.0,1.0,3
Year Of The CatAl Stewart,Year Of The Cat,Al Stewart,8.0,1976-12-11,1977-04-02,1977-03-05,1977-03-12,12.0,2.0,3.0,2.0,7.5,14.333333333333334,41.8235294117647,17.0,1.0,0
Yellow BirdArthur Lyman Group,Yellow Bird,Arthur Lyman Group,4.0,1961-05-27,1961-08-12,1961-07-01,1961-07-29,5.0,5.0,2.0,5.0,12.2,12.0,21.166666666666668,12.0,1.0,2
Yellow SubmarineThe Beatles,Yellow Submarine,The Beatles,2.0,1966-08-20,1966-10-15,1966-08-27,1966-10-01,1.0,6.0,2.0,6.0,44.0,12.0,14.444444444444445,9.0,1.0,2
Yes IndeedLil Baby & Drake,Yes Indeed,Lil Baby & Drake,6.0,2018-05-26,2018-12-08,2018-06-02,2018-06-09,1.0,2.0,26.0,2.0,43.0,1.4615384615384615,21.344827586206897,29.0,1.0,7
"Yes, I'm ReadyBarbara Mason","Yes, I'm Ready",Barbara Mason,5.0,1965-05-15,1965-08-14,1965-07-03,1965-08-07,7.0,6.0,1.0,6.0,12.571428571428571,25.0,31.928571428571427,14.0,1.0,2
